doc_id,hotel_name,reviewer_score,text_excerpt
9457,Sofitel Paris Arc De Triomphe,9.6,Sofitel is my favourite hotel group Staff are great
9458,88 Studios,10.0,Beautiful room clean and restful Wonderful kitchenette facilities
9459,The Park Grand London Paddington,8.3,Comfortable bar
9460,Holiday Inn London Kensington,5.4,All sitting pre cooked A chain saw could not cut bacon
9461,Axel Hotel Barcelona Urban Spa Adults Only,9.6,I was warmly greeted by the Staff Aleix at the front desk and received a room upgrade at no extra charge John at the front desk gave me great local options for breakfast and dinner Having late cleaning service was a n...
9462,Clayton Crown Hotel London,5.0,food was good Was charged double really hard to recover money poor service
9463,Catalonia Diagonal Centro,9.6,Great location great room The elevator didnt work most of the time
9464,H tel Diva Opera,9.6,No fridge in the room so a bit inconvenient
9465,London Marriott Hotel Regents Park,9.2,Felt comfortable staying there with young children yet still a smart hotel The staff were all very friendly and helpful Short walk to a tube station ideal for exploring London with children The pool was also much appr...
9466,Hotel Best Western PLUS Alfa Aeropuerto,6.3,Shuttle service to from Airport Dining room cafeteria good Desk staff excellent The bathroom is not user friendly It is very attractive to look at but the tub shower is difficult to use and actually dangerous All surf...
9467,Apollo Hotel Amsterdam,9.6,everything is good here soft beds not good for people with back problems
9468,Shaftesbury Premier London Paddington,7.5,Comfortable and just the right size for 1 night The noisy guests staying across the hall we could hear them alot
9469,H tel Duc De St Simon,9.6,It s position was superb the staff super efficient and the decor simply wonderful I immediately felt at home There s nowhere better to be
9470,Olivia Balmes Hotel,9.2,Staff Sound insulation Roof top pool Modern design
9471,DoubleTree by Hilton Hotel London Tower of London,7.1,Great location Massive queue of over 100 people for breakfast on 28 12 16 Crazy Must be better prepared than that
9472,IntercityHotel Wien,9.2,Bed is good The shower temp is unstable
9473,Saint James Albany Paris Hotel Spa,8.8,Noisy because of the street noise
9474,Apex Temple Court Hotel,9.2,Very comfortable bed Great views of Big Ben The Eye on one side the Shard on other from the room confusion over breakfast pricing
9475,Glam Milano,8.8,Location is excelent There is no umbrellas for the guests to offer in case of the rainy wheather
9476,Grange Strathmore Hotel,9.2,excellent location two metro stops nearby comfortable beds firm very good heating overall old world charm small twin room
9477,Holiday Inn Paris Gare Montparnasse,6.7,Very central for touring Cleaning staff knocking on door at 9a m 10a m wanting towels to be cleaned on check out day Fortunately one was aware that the French star system is unique to France
9478,The Pillar Hotel,8.3,QUIET
9479,Olivia Plaza Hotel,10.0,Everything was exceptional
9480,IH Hotels Milano Gioia,9.2,Nice and clean room Good breakfast Walking distance from city center WiFi is a little slow sometimes
9481,Hotel Am Parkring,7.1,Location and balcony staff very nice and helpful We were supposed to pay when stay but funds got blocked at the time of the reservation and were not returned until we stayed Room by the lift was noisy at night Hotel w...
9482,Dutch Design Hotel Artemis,9.6,Excellent service very friendly my room wasn t cleaned in time so the guys straight away got me another Location to the square but that s understanding
9483,Crowne Plaza London Kings Cross,2.9,Nothing really The car park was advertised as open it was closed They did not advertise that you had to pay for the gym I have never heard of that before in a hotel The lifts did not work and they did not put up a sig...
9484,The Piccadilly London West End,9.2,All the staff were wonderful and friendly The room was stylish turn down treats and nice coffee machine The bathroom was very small We couldn t get 24 room service
9485,NH City Centre Amsterdam,8.3,Very good location
9486,L Hotel Pergol se Paris,10.0,Great place
9487,Grand Hotel Amr th Amsterdam,3.8,they have holde money 364 Euro on my credit card and didnt return it back
9488,NH Danube City,7.9,Personnel was really helpful The refreshment offer in the lobby was also nice but it can be improved I experienced a price mismatch during my booking The next day of my reservation the same option was offered at a low...
9489,The Pelham Starhotels Collezione,9.6,Breakfast was very good Bed comfortable and what a treat to have it made ready for the night when you come after an evening at the restaurant or the cinema or the musical They say across the road from the underground ...
9490,Hotel Mercure Wien City,8.8,Clean and comfortable Close to station and city centre Good friendly staff Maid left our door open
9491,K K Hotel George,9.6,Very clean Very good breakfast Very close to Earls Court station No WiFi in the room
9492,Good Hotel London,9.2,The breakfast was awesome Plugs in room a little sparse had to move kettle and put it on the floor to boil
9493,NH Amsterdam Caransa,2.5,The maid took the trouble to apologise but her training must have been worse than terrible for 250 i expect the sheets changed each day unless i say not I expect tissues to be in the bathroom not empty I expect my roo...
9494,Radisson Blu Edwardian Vanderbilt,8.3,It was a well equipped room for a single traveller and I really appreciated that it had a bath as well as a shower Staff were very friendly and professional The hotel seemed more interested in welcoming me on the tele...
9495,Strand Palace Hotel,8.3,Receptionist Casrleyn The restaurant experience was very poor indeed The Gin Palace was closed The room was good but small
9496,Pullman Paris Centre Bercy,8.8,Friendly staff and modern facilities The room was small for three adults and the third bed was too small
9497,Mill sime H tel,6.7,The room was big and modern The receptionist was not profesional
9498,Holiday Inn London Wembley,9.6,Hi everything about the hotel and room was perfect apart from one thing we booked an executive room which was meant to come with chocolates water bathrobes and slippers sadly all we got was one pair of slippers to sha...
9499,Best Western Tour Eiffel Invalides,4.2,Location Smelly room No facilities in the hotel
9500,Holiday Inn London Wembley,8.8,Speed of bar food
9501,Mercure Paris Terminus Nord,8.3,Warm welcome Personnel Check in and check out Location Old furniture Old rugs and carpet
9502,Le G n ral H tel,10.0,Good use of space
9503,Park Grand London Kensington,10.0,Large room
9504,Hotel Beethoven Wien,10.0,Nice room quiet nighttime wonderful breakfast Nice to have coffe on the messanine during the day A comfortable stay all over
9505,Hotel Regina,9.2,very good food very clean
9506,WestCord Art Hotel Amsterdam 4 stars,8.8,Great shower room
9507,Shangri La Hotel at The Shard London,9.6,Views cocktail bar Nithing
9508,H10 Cubik 4 Sup,9.2,Breakfast was excellent with a great selection hot cold Nothing serious to highlight trivia really housekeeping could have left more tea bags each day
9509,Hotel Espa a Ramblas,10.0,Great location the nicest staff amazing hotel
9510,Hotel Esther a,9.6,Everything Beautiful hotel in a great location and the staff were very helpful It s a bit expensive but don t mind paying for quality Loved it and will go back
9511,Novotel Paris Centre Tour Eiffel,6.3,location cost
9512,Bilderberg Garden Hotel,7.1,Comfy bed Room was a bit dated
9513,Hilton London Olympia,6.7,Location friendly welcome and good wifi Single room OK but bathroom fittings a little tired Lifts were small and cramped
9514,Blakemore Hyde Park,9.6,I was recovering from day surgery so my quiet room was perfect Bed comfy very clean no problems
9515,Catalonia Ramblas 4 Sup,5.0,The location The bed was sort of hard the pool was very very small and closed by 8pm There really wasn t anywhere inside the hotel to grab a quick bite The family suite was smaller than expected The rooms are sparsely...
